stt,nhom,vai_tro,duong_dan_website,duong_dan_tap_tin,dinh_dang,kich_thuoc_px,dung_luong_kb,trang_thai
237,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-veloura-nails/brand/wordmark.svg,public/images/projects/website-veloura-nails/brand/wordmark.svg,SVG,1000 × 256,1,DA_TICH_HOP
238,Dự án và thương hiệu khách hàng,Ảnh bìa dự án,/images/projects/website-verdora-property/01-anh-bia-du-an.webp,public/images/projects/website-verdora-property/01-anh-bia-du-an.webp,WEBP,1209 × 679,12,DA_TICH_HOP
239,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-verdora-property/02-man-hinh-website.webp,public/images/projects/website-verdora-property/02-man-hinh-website.webp,WEBP,1898 × 1080,22,DA_TICH_HOP
240,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-verdora-property/03-man-hinh-website.webp,public/images/projects/website-verdora-property/03-man-hinh-website.webp,WEBP,1897 × 1080,21,DA_TICH_HOP
241,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-verdora-property/04-man-hinh-website.webp,public/images/projects/website-verdora-property/04-man-hinh-website.webp,WEBP,1896 × 1079,21,DA_TICH_HOP
242,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-verdora-property/05-man-hinh-website.webp,public/images/projects/website-verdora-property/05-man-hinh-website.webp,WEBP,1898 × 1080,22,DA_TICH_HOP
243,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-verdora-property/06-man-hinh-website.webp,public/images/projects/website-verdora-property/06-man-hinh-website.webp,WEBP,1896 × 1079,21,DA_TICH_HOP
244,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-verdora-property/07-man-hinh-website.webp,public/images/projects/website-verdora-property/07-man-hinh-website.webp,WEBP,1898 × 1079,22,DA_TICH_HOP
245,Dự án và thương hiệu khách hàng,Biểu tượng dự án,/images/projects/website-verdora-property/brand/symbol.png,public/images/projects/website-verdora-property/brand/symbol.png,PNG,256 × 256,13,DA_TICH_HOP
246,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-verdora-property/brand/symbol.svg,public/images/projects/website-verdora-property/brand/symbol.svg,SVG,256 × 256,1,DA_TICH_HOP
247,Dự án và thương hiệu khách hàng,Logo chữ dự án,/images/projects/website-verdora-property/brand/wordmark.png,public/images/projects/website-verdora-property/brand/wordmark.png,PNG,1000 × 256,28,DA_TICH_HOP
248,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-verdora-property/brand/wordmark.svg,public/images/projects/website-verdora-property/brand/wordmark.svg,SVG,1000 × 256,1,DA_TICH_HOP
249,Dự án và thương hiệu khách hàng,Ảnh bìa dự án,/images/projects/website-virela-interior/01-anh-bia-du-an.webp,public/images/projects/website-virela-interior/01-anh-bia-du-an.webp,WEBP,1889 × 847,18,DA_TICH_HOP
250,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-virela-interior/02-man-hinh-website.webp,public/images/projects/website-virela-interior/02-man-hinh-website.webp,WEBP,1896 × 846,18,DA_TICH_HOP
251,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-virela-interior/03-man-hinh-website.webp,public/images/projects/website-virela-interior/03-man-hinh-website.webp,WEBP,1898 × 839,18,DA_TICH_HOP
252,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-virela-interior/04-man-hinh-website.webp,public/images/projects/website-virela-interior/04-man-hinh-website.webp,WEBP,1878 × 839,18,DA_TICH_HOP
253,Dự án và thương hiệu khách hàng,Biểu tượng dự án,/images/projects/website-virela-interior/brand/symbol.png,public/images/projects/website-virela-interior/brand/symbol.png,PNG,256 × 256,14,DA_TICH_HOP
254,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-virela-interior/brand/symbol.svg,public/images/projects/website-virela-interior/brand/symbol.svg,SVG,256 × 256,1,DA_TICH_HOP
255,Dự án và thương hiệu khách hàng,Logo chữ dự án,/images/projects/website-virela-interior/brand/wordmark.png,public/images/projects/website-virela-interior/brand/wordmark.png,PNG,1000 × 256,27,DA_TICH_HOP
256,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-virela-interior/brand/wordmark.svg,public/images/projects/website-virela-interior/brand/wordmark.svg,SVG,1000 × 256,1,DA_TICH_HOP
257,Dự án và thương hiệu khách hàng,Ảnh bìa dự án,/images/projects/website-zenovia-retail/01-anh-bia-du-an.webp,public/images/projects/website-zenovia-retail/01-anh-bia-du-an.webp,WEBP,1901 × 843,19,DA_TICH_HOP
258,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-zenovia-retail/02-man-hinh-website.webp,public/images/projects/website-zenovia-retail/02-man-hinh-website.webp,WEBP,1902 × 841,20,DA_TICH_HOP
259,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-zenovia-retail/03-man-hinh-website.webp,public/images/projects/website-zenovia-retail/03-man-hinh-website.webp,WEBP,1900 × 840,20,DA_TICH_HOP
260,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-zenovia-retail/04-man-hinh-website.webp,public/images/projects/website-zenovia-retail/04-man-hinh-website.webp,WEBP,1900 × 842,19,DA_TICH_HOP
261,Dự án và thương hiệu khách hàng,Biểu tượng dự án,/images/projects/website-zenovia-retail/brand/symbol.png,public/images/projects/website-zenovia-retail/brand/symbol.png,PNG,256 × 256,8,DA_TICH_HOP
262,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-zenovia-retail/brand/symbol.svg,public/images/projects/website-zenovia-retail/brand/symbol.svg,SVG,256 × 256,1,DA_TICH_HOP
263,Dự án và thương hiệu khách hàng,Logo chữ dự án,/images/projects/website-zenovia-retail/brand/wordmark.png,public/images/projects/website-zenovia-retail/brand/wordmark.png,PNG,1000 × 256,23,DA_TICH_HOP
264,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-zenovia-retail/brand/wordmark.svg,public/images/projects/website-zenovia-retail/brand/wordmark.svg,SVG,1000 × 256,1,DA_TICH_HOP
265,Nhân vật và văn phòng,Tài sản hình ảnh SoftBuild,/images/people/anh-hoi-thoai/tran-hoai-an.webp,public/images/people/anh-hoi-thoai/tran-hoai-an.webp,WEBP,1000 × 1000,54,DA_TICH_HOP
266,Nhân vật và văn phòng,Nhân vật CTA nền trong suốt,/images/people/cta/softbuild/chuyen-vien-nam-tre.png,public/images/people/cta/softbuild/chuyen-vien-nam-tre.png,PNG,1135 × 1386,474,DA_TICH_HOP
267,Nhân vật và văn phòng,Nhân vật CTA nền trong suốt,/images/people/cta/softbuild/chuyen-vien-nu.png,public/images/people/cta/softbuild/chuyen-vien-nu.png,PNG,1134 × 1387,415,DA_TICH_HOP
268,Nhân vật và văn phòng,Nhân vật CTA nền trong suốt,/images/people/cta/softbuild/chuyen-vien-tu-van-viet-nam-chroma.png,public/images/people/cta/softbuild/chuyen-vien-tu-van-viet-nam-chroma.png,PNG,1133 × 1388,1123,DA_TICH_HOP
269,Nhân vật và văn phòng,Nhân vật CTA nền trong suốt,/images/people/cta/softbuild/chuyen-vien-tu-van-viet-nam.png,public/images/people/cta/softbuild/chuyen-vien-tu-van-viet-nam.png,PNG,1133 × 1388,415,DA_TICH_HOP
270,Nhân vật và văn phòng,Tệp master,/images/people/cta/softbuild/masters/chuyen-vien-nam-tre-chroma.png,public/images/people/cta/softbuild/masters/chuyen-vien-nam-tre-chroma.png,PNG,1135 × 1386,1180,MASTER_LUU_TRU
271,Nhân vật và văn phòng,Tệp master,/images/people/cta/softbuild/masters/chuyen-vien-nu-chroma.png,public/images/people/cta/softbuild/masters/chuyen-vien-nu-chroma.png,PNG,1134 × 1387,1116,MASTER_LUU_TRU
272,Nhân vật và văn phòng,Tệp master,/images/people/cta/softbuild/masters/nhan-vien-cong-nghe-tre-chroma.png,public/images/people/cta/softbuild/masters/nhan-vien-cong-nghe-tre-chroma.png,PNG,1133 × 1388,1199,MASTER_LUU_TRU
273,Nhân vật và văn phòng,Tệp master,/images/people/cta/softbuild/masters/quan-ly-nam-chroma.png,public/images/people/cta/softbuild/masters/quan-ly-nam-chroma.png,PNG,1133 × 1388,1206,MASTER_LUU_TRU
274,Nhân vật và văn phòng,Nhân vật CTA nền trong suốt,/images/people/cta/softbuild/nhan-vien-cong-nghe-tre.png,public/images/people/cta/softbuild/nhan-vien-cong-nghe-tre.png,PNG,1133 × 1388,509,DA_TICH_HOP
275,Nhân vật và văn phòng,Nhân vật CTA nền trong suốt,/images/people/cta/softbuild/quan-ly-nam.png,public/images/people/cta/softbuild/quan-ly-nam.png,PNG,1133 × 1388,516,DA_TICH_HOP
276,Nhân vật và văn phòng,Chân dung đội ngũ,/images/people/doi-ngu/bui-hai-dang.webp,public/images/people/doi-ngu/bui-hai-dang.webp,WEBP,1200 × 1500,95,DA_TICH_HOP
277,Nhân vật và văn phòng,Chân dung đội ngũ,/images/people/doi-ngu/dang-gia-duy.webp,public/images/people/doi-ngu/dang-gia-duy.webp,WEBP,1200 × 1500,112,DA_TICH_HOP
278,Nhân vật và văn phòng,Chân dung đội ngũ,/images/people/doi-ngu/dang-hung-cuong.webp,public/images/people/doi-ngu/dang-hung-cuong.webp,WEBP,1200 × 1500,96,DA_TICH_HOP
279,Nhân vật và văn phòng,Chân dung đội ngũ,/images/people/doi-ngu/dang-minh-sang.webp,public/images/people/doi-ngu/dang-minh-sang.webp,WEBP,1200 × 1500,96,DA_TICH_HOP
280,Nhân vật và văn phòng,Chân dung đội ngũ,/images/people/doi-ngu/le-khai-khang.webp,public/images/people/doi-ngu/le-khai-khang.webp,WEBP,1200 × 1500,69,DA_TICH_HOP
281,Nhân vật và văn phòng,Chân dung đội ngũ,/images/people/doi-ngu/le-minh-long.webp,public/images/people/doi-ngu/le-minh-long.webp,WEBP,1200 × 1500,71,DA_TICH_HOP
282,Nhân vật và văn phòng,Chân dung đội ngũ,/images/people/doi-ngu/le-thanh-thu.webp,public/images/people/doi-ngu/le-thanh-thu.webp,WEBP,1200 × 1500,92,DA_TICH_HOP
283,Nhân vật và văn phòng,Chân dung đội ngũ,/images/people/doi-ngu/le-thu-hang.webp,public/images/people/doi-ngu/le-thu-hang.webp,WEBP,1200 × 1500,131,DA_TICH_HOP
284,Nhân vật và văn phòng,Chân dung đội ngũ,/images/people/doi-ngu/le-thu-thao.webp,public/images/people/doi-ngu/le-thu-thao.webp,WEBP,1200 × 1500,124,DA_TICH_HOP
285,Nhân vật và văn phòng,Chân dung đội ngũ,/images/people/doi-ngu/nguyen-chi-nhan.webp,public/images/people/doi-ngu/nguyen-chi-nhan.webp,WEBP,1200 × 1500,72,DA_TICH_HOP
286,Nhân vật và văn phòng,Chân dung đội ngũ,/images/people/doi-ngu/nguyen-duc-thanh.webp,public/images/people/doi-ngu/nguyen-duc-thanh.webp,WEBP,1200 × 1500,71,DA_TICH_HOP
287,Nhân vật và văn phòng,Chân dung đội ngũ,/images/people/doi-ngu/nguyen-hoang-nam.webp,public/images/people/doi-ngu/nguyen-hoang-nam.webp,WEBP,1200 × 1500,94,DA_TICH_HOP
288,Nhân vật và văn phòng,Chân dung đội ngũ,/images/people/doi-ngu/nguyen-hong-nhung.webp,public/images/people/doi-ngu/nguyen-hong-nhung.webp,WEBP,1200 × 1500,97,DA_TICH_HOP
289,Nhân vật và văn phòng,Chân dung đội ngũ,/images/people/doi-ngu/nguyen-minh-tai.webp,public/images/people/doi-ngu/nguyen-minh-tai.webp,WEBP,1200 × 1500,86,DA_TICH_HOP
290,Nhân vật và văn phòng,Chân dung đội ngũ,/images/people/doi-ngu/nguyen-minh-thuc.webp,public/images/people/doi-ngu/nguyen-minh-thuc.webp,WEBP,1200 × 1500,113,DA_TICH_HOP
291,Nhân vật và văn phòng,Chân dung đội ngũ,/images/people/doi-ngu/pham-anh-tuan.webp,public/images/people/doi-ngu/pham-anh-tuan.webp,WEBP,1200 × 1500,113,DA_TICH_HOP
292,Nhân vật và văn phòng,Chân dung đội ngũ,/images/people/doi-ngu/pham-duc-thang.webp,public/images/people/doi-ngu/pham-duc-thang.webp,WEBP,1200 × 1500,94,DA_TICH_HOP
293,Nhân vật và văn phòng,Chân dung đội ngũ,/images/people/doi-ngu/pham-khanh-yen.webp,public/images/people/doi-ngu/pham-khanh-yen.webp,WEBP,1200 × 1500,101,DA_TICH_HOP
294,Nhân vật và văn phòng,Chân dung đội ngũ,/images/people/doi-ngu/pham-quoc-huy.webp,public/images/people/doi-ngu/pham-quoc-huy.webp,WEBP,1200 × 1500,130,DA_TICH_HOP
295,Nhân vật và văn phòng,Chân dung đội ngũ,/images/people/doi-ngu/pham-thanh-phuc.webp,public/images/people/doi-ngu/pham-thanh-phuc.webp,WEBP,1200 × 1500,95,DA_TICH_HOP
296,Nhân vật và văn phòng,Chân dung đội ngũ,/images/people/doi-ngu/tran-duc-hoang.webp,public/images/people/doi-ngu/tran-duc-hoang.webp,WEBP,1200 × 1500,96,DA_TICH_HOP
297,Nhân vật và văn phòng,Chân dung đội ngũ,/images/people/doi-ngu/tran-gia-bao.webp,public/images/people/doi-ngu/tran-gia-bao.webp,WEBP,1200 × 1500,86,DA_TICH_HOP
298,Nhân vật và văn phòng,Chân dung đội ngũ,/images/people/doi-ngu/tran-gia-tin.webp,public/images/people/doi-ngu/tran-gia-tin.webp,WEBP,1200 × 1500,128,DA_TICH_HOP
299,Nhân vật và văn phòng,Chân dung đội ngũ,/images/people/doi-ngu/tran-ngoc-anh.webp,public/images/people/doi-ngu/tran-ngoc-anh.webp,WEBP,1200 × 1500,98,DA_TICH_HOP
300,Nhân vật và văn phòng,Chân dung đội ngũ,/images/people/doi-ngu/tran-quynh-anh.webp,public/images/people/doi-ngu/tran-quynh-anh.webp,WEBP,1200 × 1500,124,DA_TICH_HOP
301,Nhân vật và văn phòng,Chân dung đội ngũ,/images/people/doi-ngu/tran-tien-phat.webp,public/images/people/doi-ngu/tran-tien-phat.webp,WEBP,1200 × 1500,129,DA_TICH_HOP
302,Nhân vật và văn phòng,Chân dung đội ngũ,/images/people/doi-ngu/vo-anh-vu.webp,public/images/people/doi-ngu/vo-anh-vu.webp,WEBP,1200 × 1500,113,DA_TICH_HOP
303,Nhân vật và văn phòng,Chân dung đội ngũ,/images/people/doi-ngu/vo-hoang-an.webp,public/images/people/doi-ngu/vo-hoang-an.webp,WEBP,1200 × 1500,85,DA_TICH_HOP
304,Nhân vật và văn phòng,Chân dung đội ngũ,/images/people/doi-ngu/vo-minh-tri.webp,public/images/people/doi-ngu/vo-minh-tri.webp,WEBP,1200 × 1500,96,DA_TICH_HOP
305,Nhân vật và văn phòng,Chân dung đội ngũ,/images/people/doi-ngu/vo-tan-huy.webp,public/images/people/doi-ngu/vo-tan-huy.webp,WEBP,1200 × 1500,129,DA_TICH_HOP
306,Nhân vật và văn phòng,Chân dung đội ngũ,/images/people/doi-ngu/vo-thanh-mai.webp,public/images/people/doi-ngu/vo-thanh-mai.webp,WEBP,1200 × 1500,102,DA_TICH_HOP
307,Nhân vật và văn phòng,Chân dung đối tác,/images/people/doi-tac/bui-minh-duc.webp,public/images/people/doi-tac/bui-minh-duc.webp,WEBP,1000 × 1000,53,DA_TICH_HOP
308,Nhân vật và văn phòng,Chân dung đối tác,/images/people/doi-tac/dang-hoai-thuong.webp,public/images/people/doi-tac/dang-hoai-thuong.webp,WEBP,1000 × 1000,54,DA_TICH_HOP
309,Nhân vật và văn phòng,Chân dung đối tác,/images/people/doi-tac/dang-quoc-bao.webp,public/images/people/doi-tac/dang-quoc-bao.webp,WEBP,1000 × 1000,44,DA_TICH_HOP
310,Nhân vật và văn phòng,Chân dung đối tác,/images/people/doi-tac/le-kien-an.webp,public/images/people/doi-tac/le-kien-an.webp,WEBP,1000 × 1000,42,DA_TICH_HOP
311,Nhân vật và văn phòng,Chân dung đối tác,/images/people/doi-tac/le-quang-huy.webp,public/images/people/doi-tac/le-quang-huy.webp,WEBP,1000 × 1000,51,DA_TICH_HOP
312,Nhân vật và văn phòng,Chân dung đối tác,/images/people/doi-tac/nguyen-gia-han.webp,public/images/people/doi-tac/nguyen-gia-han.webp,WEBP,1000 × 1000,57,DA_TICH_HOP
313,Nhân vật và văn phòng,Chân dung đối tác,/images/people/doi-tac/nguyen-thao-vy.webp,public/images/people/doi-tac/nguyen-thao-vy.webp,WEBP,1000 × 1000,51,DA_TICH_HOP
314,Nhân vật và văn phòng,Chân dung đối tác,/images/people/doi-tac/nguyen-tuan-kiet.webp,public/images/people/doi-tac/nguyen-tuan-kiet.webp,WEBP,1000 × 1000,57,DA_TICH_HOP
315,Nhân vật và văn phòng,Chân dung đối tác,/images/people/doi-tac/pham-minh-anh.webp,public/images/people/doi-tac/pham-minh-anh.webp,WEBP,1000 × 1000,57,DA_TICH_HOP
316,Nhân vật và văn phòng,Chân dung đối tác,/images/people/doi-tac/pham-thu-ha.webp,public/images/people/doi-tac/pham-thu-ha.webp,WEBP,1000 × 1000,54,DA_TICH_HOP
317,Nhân vật và văn phòng,Chân dung đối tác,/images/people/doi-tac/tran-bao-ngoc.webp,public/images/people/doi-tac/tran-bao-ngoc.webp,WEBP,1000 × 1000,59,DA_TICH_HOP
318,Nhân vật và văn phòng,Chân dung đối tác,/images/people/doi-tac/tran-khanh-phong.webp,public/images/people/doi-tac/tran-khanh-phong.webp,WEBP,1000 × 1000,59,DA_TICH_HOP
319,Nhân vật và văn phòng,Chân dung đối tác,/images/people/doi-tac/vo-khanh-linh.webp,public/images/people/doi-tac/vo-khanh-linh.webp,WEBP,1000 × 1000,52,DA_TICH_HOP
320,Nhân vật và văn phòng,Chân dung đối tác,/images/people/doi-tac/vo-nhat-nam.webp,public/images/people/doi-tac/vo-nhat-nam.webp,WEBP,1000 × 1000,62,DA_TICH_HOP
321,Nhân vật và văn phòng,Tệp master,/images/people/founder/softbuild/le-khai-minh-master.png,public/images/people/founder/softbuild/le-khai-minh-master.png,PNG,1122 × 1402,1831,MASTER_LUU_TRU
322,Nhân vật và văn phòng,Tài sản hình ảnh SoftBuild,/images/people/founder/softbuild/le-khai-minh.webp,public/images/people/founder/softbuild/le-khai-minh.webp,WEBP,1600 × 2000,123,DA_TICH_HOP
323,Nhân vật và văn phòng,Chân dung khách hàng,/images/people/khach-hang/dang-minh-khoa.webp,public/images/people/khach-hang/dang-minh-khoa.webp,WEBP,1000 × 1000,62,DA_TICH_HOP
324,Nhân vật và văn phòng,Chân dung khách hàng,/images/people/khach-hang/le-duc-anh.webp,public/images/people/khach-hang/le-duc-anh.webp,WEBP,1000 × 1000,53,DA_TICH_HOP
325,Nhân vật và văn phòng,Chân dung khách hàng,/images/people/khach-hang/nguyen-quoc-viet.webp,public/images/people/khach-hang/nguyen-quoc-viet.webp,WEBP,1000 × 1000,56,DA_TICH_HOP
326,Nhân vật và văn phòng,Chân dung khách hàng,/images/people/khach-hang/pham-hai-long.webp,public/images/people/khach-hang/pham-hai-long.webp,WEBP,1000 × 1000,47,DA_TICH_HOP
327,Nhân vật và văn phòng,Chân dung khách hàng,/images/people/khach-hang/tran-minh-chau.webp,public/images/people/khach-hang/tran-minh-chau.webp,WEBP,1000 × 1000,55,DA_TICH_HOP
328,Nhân vật và văn phòng,Chân dung khách hàng,/images/people/khach-hang/vo-thanh-huong.webp,public/images/people/khach-hang/vo-thanh-huong.webp,WEBP,1000 × 1000,57,DA_TICH_HOP
329,Nhân vật và văn phòng,Tệp master,/images/people/library/softbuild/portrait-nam-01-master.png,public/images/people/library/softbuild/portrait-nam-01-master.png,PNG,1122 × 1402,1992,MASTER_LUU_TRU
330,Nhân vật và văn phòng,Tài sản hình ảnh SoftBuild,/images/people/library/softbuild/portrait-nam-01.webp,public/images/people/library/softbuild/portrait-nam-01.webp,WEBP,1200 × 1500,104,DA_TICH_HOP
331,Nhân vật và văn phòng,Tệp master,/images/people/library/softbuild/portrait-nam-02-master.png,public/images/people/library/softbuild/portrait-nam-02-master.png,PNG,1122 × 1402,2018,MASTER_LUU_TRU
332,Nhân vật và văn phòng,Tài sản hình ảnh SoftBuild,/images/people/library/softbuild/portrait-nam-02.webp,public/images/people/library/softbuild/portrait-nam-02.webp,WEBP,1200 × 1500,132,DA_TICH_HOP
333,Nhân vật và văn phòng,Tệp master,/images/people/library/softbuild/portrait-nam-03-master.png,public/images/people/library/softbuild/portrait-nam-03-master.png,PNG,1122 × 1402,1769,MASTER_LUU_TRU
334,Nhân vật và văn phòng,Tài sản hình ảnh SoftBuild,/images/people/library/softbuild/portrait-nam-03.webp,public/images/people/library/softbuild/portrait-nam-03.webp,WEBP,1200 × 1500,86,DA_TICH_HOP
335,Nhân vật và văn phòng,Tệp master,/images/people/library/softbuild/portrait-nam-04-master.png,public/images/people/library/softbuild/portrait-nam-04-master.png,PNG,1122 × 1402,1996,MASTER_LUU_TRU
336,Nhân vật và văn phòng,Tài sản hình ảnh SoftBuild,/images/people/library/softbuild/portrait-nam-04.webp,public/images/people/library/softbuild/portrait-nam-04.webp,WEBP,1200 × 1500,117,DA_TICH_HOP
337,Nhân vật và văn phòng,Tệp master,/images/people/library/softbuild/portrait-nam-05-master.png,public/images/people/library/softbuild/portrait-nam-05-master.png,PNG,1122 × 1402,1937,MASTER_LUU_TRU
338,Nhân vật và văn phòng,Tài sản hình ảnh SoftBuild,/images/people/library/softbuild/portrait-nam-05.webp,public/images/people/library/softbuild/portrait-nam-05.webp,WEBP,1200 × 1500,112,DA_TICH_HOP
339,Nhân vật và văn phòng,Tệp master,/images/people/library/softbuild/portrait-nam-06-master.png,public/images/people/library/softbuild/portrait-nam-06-master.png,PNG,1122 × 1402,1707,MASTER_LUU_TRU
340,Nhân vật và văn phòng,Tài sản hình ảnh SoftBuild,/images/people/library/softbuild/portrait-nam-06.webp,public/images/people/library/softbuild/portrait-nam-06.webp,WEBP,1200 × 1500,78,DA_TICH_HOP
341,Nhân vật và văn phòng,Tệp master,/images/people/library/softbuild/portrait-nu-01-master.png,public/images/people/library/softbuild/portrait-nu-01-master.png,PNG,1122 × 1402,2015,MASTER_LUU_TRU
342,Nhân vật và văn phòng,Tài sản hình ảnh SoftBuild,/images/people/library/softbuild/portrait-nu-01.webp,public/images/people/library/softbuild/portrait-nu-01.webp,WEBP,1200 × 1500,110,DA_TICH_HOP
343,Nhân vật và văn phòng,Tệp master,/images/people/library/softbuild/portrait-nu-02-master.png,public/images/people/library/softbuild/portrait-nu-02-master.png,PNG,1122 × 1402,1921,MASTER_LUU_TRU
344,Nhân vật và văn phòng,Tài sản hình ảnh SoftBuild,/images/people/library/softbuild/portrait-nu-02.webp,public/images/people/library/softbuild/portrait-nu-02.webp,WEBP,1200 × 1500,112,DA_TICH_HOP
345,Nhân vật và văn phòng,Tệp master,/images/people/library/softbuild/portrait-nu-03-master.png,public/images/people/library/softbuild/portrait-nu-03-master.png,PNG,1122 × 1402,2107,MASTER_LUU_TRU
346,Nhân vật và văn phòng,Tài sản hình ảnh SoftBuild,/images/people/library/softbuild/portrait-nu-03.webp,public/images/people/library/softbuild/portrait-nu-03.webp,WEBP,1200 × 1500,139,DA_TICH_HOP
347,Nhân vật và văn phòng,Tệp master,/images/people/library/softbuild/portrait-nu-04-master.png,public/images/people/library/softbuild/portrait-nu-04-master.png,PNG,1122 × 1402,2049,MASTER_LUU_TRU
348,Nhân vật và văn phòng,Tài sản hình ảnh SoftBuild,/images/people/library/softbuild/portrait-nu-04.webp,public/images/people/library/softbuild/portrait-nu-04.webp,WEBP,1200 × 1500,136,DA_TICH_HOP
349,Nhân vật và văn phòng,Tệp master,/images/people/library/softbuild/portrait-nu-05-master.png,public/images/people/library/softbuild/portrait-nu-05-master.png,PNG,1122 × 1402,1926,MASTER_LUU_TRU
350,Nhân vật và văn phòng,Tài sản hình ảnh SoftBuild,/images/people/library/softbuild/portrait-nu-05.webp,public/images/people/library/softbuild/portrait-nu-05.webp,WEBP,1200 × 1500,103,DA_TICH_HOP
351,Nhân vật và văn phòng,Tệp master,/images/people/library/softbuild/portrait-nu-06-master.png,public/images/people/library/softbuild/portrait-nu-06-master.png,PNG,1122 × 1402,1875,MASTER_LUU_TRU
352,Nhân vật và văn phòng,Tài sản hình ảnh SoftBuild,/images/people/library/softbuild/portrait-nu-06.webp,public/images/people/library/softbuild/portrait-nu-06.webp,WEBP,1200 × 1500,103,DA_TICH_HOP
353,Nhân vật và văn phòng,Tệp master,/images/people/scenes/softbuild/masters/backend-engineer.png,public/images/people/scenes/softbuild/masters/backend-engineer.png,PNG,1086 × 1448,1845,MASTER_LUU_TRU
354,Nhân vật và văn phòng,Tệp master,/images/people/scenes/softbuild/masters/business-analyst.png,public/images/people/scenes/softbuild/masters/business-analyst.png,PNG,1448 × 1086,1774,MASTER_LUU_TRU
355,Nhân vật và văn phòng,Tệp master,/images/people/scenes/softbuild/masters/doi-ngu-tuyen-dung.png,public/images/people/scenes/softbuild/masters/doi-ngu-tuyen-dung.png,PNG,1672 × 941,1985,MASTER_LUU_TRU
356,Nhân vật và văn phòng,Tệp master,/images/people/scenes/softbuild/masters/flutter-developer.png,public/images/people/scenes/softbuild/masters/flutter-developer.png,PNG,1254 × 1254,1770,MASTER_LUU_TRU
357,Nhân vật và văn phòng,Tệp master,/images/people/scenes/softbuild/masters/kiem-thu-phan-mem.png,public/images/people/scenes/softbuild/masters/kiem-thu-phan-mem.png,PNG,1672 × 941,1922,MASTER_LUU_TRU
358,Nhân vật và văn phòng,Tệp master,/images/people/scenes/softbuild/masters/van-phong.png,public/images/people/scenes/softbuild/masters/van-phong.png,PNG,1536 × 1024,2122,MASTER_LUU_TRU
359,Nhân vật và văn phòng,Tài sản hình ảnh SoftBuild,/images/people/tuyen-dung/doi-ngu-softbuild.webp,public/images/people/tuyen-dung/doi-ngu-softbuild.webp,WEBP,2560 × 1440,238,DA_TICH_HOP
360,Nhân vật và văn phòng,Ảnh văn phòng,/images/people/van-phong/van-phong-softbuild.webp,public/images/people/van-phong/van-phong-softbuild.webp,WEBP,2400 × 1600,298,DA_TICH_HOP
361,Nhân vật và văn phòng,Ảnh Work Life,/images/people/work-life-chi-tiet/ba-hop-du-an.webp,public/images/people/work-life-chi-tiet/ba-hop-du-an.webp,WEBP,1600 × 1600,133,DA_TICH_HOP
362,Nhân vật và văn phòng,Ảnh Work Life,/images/people/work-life-chi-tiet/bat-dau-ngay-lam-viec-backend.webp,public/images/people/work-life-chi-tiet/bat-dau-ngay-lam-viec-backend.webp,WEBP,1200 × 1600,123,DA_TICH_HOP
363,Nhân vật và văn phòng,Ảnh Work Life,/images/people/work-life-chi-tiet/doi-ngu-software-engineer-softbuild.webp,public/images/people/work-life-chi-tiet/doi-ngu-software-engineer-softbuild.webp,WEBP,2400 × 1600,233,DA_TICH_HOP
364,Nhân vật và văn phòng,Ảnh Work Life,/images/people/work-life-chi-tiet/hai-chuyen-vien-ba.webp,public/images/people/work-life-chi-tiet/hai-chuyen-vien-ba.webp,WEBP,1600 × 1600,142,DA_TICH_HOP
365,Nhân vật và văn phòng,Ảnh Work Life,/images/people/work-life-chi-tiet/hai-chuyen-vien-kiem-thu.webp,public/images/people/work-life-chi-tiet/hai-chuyen-vien-kiem-thu.webp,WEBP,1920 × 1080,144,DA_TICH_HOP
