stt,nhom,vai_tro,duong_dan_website,duong_dan_tap_tin,dinh_dang,kich_thuoc_px,dung_luong_kb,trang_thai
119,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-edunora/02-man-hinh-website.webp,public/images/projects/website-edunora/02-man-hinh-website.webp,WEBP,1898 × 841,18,DA_TICH_HOP
120,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-edunora/03-man-hinh-website.webp,public/images/projects/website-edunora/03-man-hinh-website.webp,WEBP,1902 × 842,18,DA_TICH_HOP
121,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-edunora/04-man-hinh-website.webp,public/images/projects/website-edunora/04-man-hinh-website.webp,WEBP,1902 × 844,18,DA_TICH_HOP
122,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-edunora/05-man-hinh-website.webp,public/images/projects/website-edunora/05-man-hinh-website.webp,WEBP,1902 × 844,19,DA_TICH_HOP
123,Dự án và thương hiệu khách hàng,Biểu tượng dự án,/images/projects/website-edunora/brand/symbol.png,public/images/projects/website-edunora/brand/symbol.png,PNG,256 × 256,9,DA_TICH_HOP
124,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-edunora/brand/symbol.svg,public/images/projects/website-edunora/brand/symbol.svg,SVG,256 × 256,1,DA_TICH_HOP
125,Dự án và thương hiệu khách hàng,Logo chữ dự án,/images/projects/website-edunora/brand/wordmark.png,public/images/projects/website-edunora/brand/wordmark.png,PNG,1000 × 256,19,DA_TICH_HOP
126,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-edunora/brand/wordmark.svg,public/images/projects/website-edunora/brand/wordmark.svg,SVG,1000 × 256,1,DA_TICH_HOP
127,Dự án và thương hiệu khách hàng,Ảnh bìa dự án,/images/projects/website-flexora-packaging/01-anh-bia-du-an.webp,public/images/projects/website-flexora-packaging/01-anh-bia-du-an.webp,WEBP,1209 × 682,15,DA_TICH_HOP
128,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-flexora-packaging/02-man-hinh-website.webp,public/images/projects/website-flexora-packaging/02-man-hinh-website.webp,WEBP,1900 × 1079,27,DA_TICH_HOP
129,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-flexora-packaging/03-man-hinh-website.webp,public/images/projects/website-flexora-packaging/03-man-hinh-website.webp,WEBP,1904 × 1080,27,DA_TICH_HOP
130,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-flexora-packaging/04-man-hinh-website.webp,public/images/projects/website-flexora-packaging/04-man-hinh-website.webp,WEBP,1900 × 1079,27,DA_TICH_HOP
131,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-flexora-packaging/05-man-hinh-website.webp,public/images/projects/website-flexora-packaging/05-man-hinh-website.webp,WEBP,1905 × 1080,27,DA_TICH_HOP
132,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-flexora-packaging/06-man-hinh-website.webp,public/images/projects/website-flexora-packaging/06-man-hinh-website.webp,WEBP,1904 × 1080,27,DA_TICH_HOP
133,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-flexora-packaging/07-man-hinh-website.webp,public/images/projects/website-flexora-packaging/07-man-hinh-website.webp,WEBP,1901 × 1080,27,DA_TICH_HOP
134,Dự án và thương hiệu khách hàng,Biểu tượng dự án,/images/projects/website-flexora-packaging/brand/symbol.png,public/images/projects/website-flexora-packaging/brand/symbol.png,PNG,256 × 256,10,DA_TICH_HOP
135,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-flexora-packaging/brand/symbol.svg,public/images/projects/website-flexora-packaging/brand/symbol.svg,SVG,256 × 256,1,DA_TICH_HOP
136,Dự án và thương hiệu khách hàng,Logo chữ dự án,/images/projects/website-flexora-packaging/brand/wordmark.png,public/images/projects/website-flexora-packaging/brand/wordmark.png,PNG,1000 × 256,25,DA_TICH_HOP
137,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-flexora-packaging/brand/wordmark.svg,public/images/projects/website-flexora-packaging/brand/wordmark.svg,SVG,1000 × 256,1,DA_TICH_HOP
138,Dự án và thương hiệu khách hàng,Ảnh bìa dự án,/images/projects/website-loomora-rugs/01-anh-bia-du-an.webp,public/images/projects/website-loomora-rugs/01-anh-bia-du-an.webp,WEBP,1209 × 683,14,DA_TICH_HOP
139,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-loomora-rugs/02-man-hinh-website.webp,public/images/projects/website-loomora-rugs/02-man-hinh-website.webp,WEBP,1888 × 1080,22,DA_TICH_HOP
140,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-loomora-rugs/03-man-hinh-website.webp,public/images/projects/website-loomora-rugs/03-man-hinh-website.webp,WEBP,1898 × 1080,23,DA_TICH_HOP
141,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-loomora-rugs/04-man-hinh-website.webp,public/images/projects/website-loomora-rugs/04-man-hinh-website.webp,WEBP,1898 × 1080,24,DA_TICH_HOP
142,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-loomora-rugs/05-man-hinh-website.webp,public/images/projects/website-loomora-rugs/05-man-hinh-website.webp,WEBP,1897 × 1079,23,DA_TICH_HOP
143,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-loomora-rugs/06-man-hinh-website.webp,public/images/projects/website-loomora-rugs/06-man-hinh-website.webp,WEBP,1897 × 1080,23,DA_TICH_HOP
144,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-loomora-rugs/07-man-hinh-website.webp,public/images/projects/website-loomora-rugs/07-man-hinh-website.webp,WEBP,1889 × 1080,23,DA_TICH_HOP
145,Dự án và thương hiệu khách hàng,Biểu tượng dự án,/images/projects/website-loomora-rugs/brand/symbol.png,public/images/projects/website-loomora-rugs/brand/symbol.png,PNG,256 × 256,13,DA_TICH_HOP
146,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-loomora-rugs/brand/symbol.svg,public/images/projects/website-loomora-rugs/brand/symbol.svg,SVG,256 × 256,1,DA_TICH_HOP
147,Dự án và thương hiệu khách hàng,Logo chữ dự án,/images/projects/website-loomora-rugs/brand/wordmark.png,public/images/projects/website-loomora-rugs/brand/wordmark.png,PNG,1000 × 256,28,DA_TICH_HOP
148,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-loomora-rugs/brand/wordmark.svg,public/images/projects/website-loomora-rugs/brand/wordmark.svg,SVG,1000 × 256,1,DA_TICH_HOP
149,Dự án và thương hiệu khách hàng,Ảnh bìa dự án,/images/projects/website-lumera-living/01-anh-bia-du-an.webp,public/images/projects/website-lumera-living/01-anh-bia-du-an.webp,WEBP,1209 × 681,13,DA_TICH_HOP
150,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-lumera-living/02-man-hinh-website.webp,public/images/projects/website-lumera-living/02-man-hinh-website.webp,WEBP,1920 × 1080,23,DA_TICH_HOP
151,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-lumera-living/03-man-hinh-website.webp,public/images/projects/website-lumera-living/03-man-hinh-website.webp,WEBP,1920 × 1080,23,DA_TICH_HOP
152,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-lumera-living/04-man-hinh-website.webp,public/images/projects/website-lumera-living/04-man-hinh-website.webp,WEBP,1920 × 1080,23,DA_TICH_HOP
153,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-lumera-living/05-man-hinh-website.webp,public/images/projects/website-lumera-living/05-man-hinh-website.webp,WEBP,1920 × 1080,23,DA_TICH_HOP
154,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-lumera-living/06-man-hinh-website.webp,public/images/projects/website-lumera-living/06-man-hinh-website.webp,WEBP,1920 × 1080,23,DA_TICH_HOP
155,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-lumera-living/07-man-hinh-website.webp,public/images/projects/website-lumera-living/07-man-hinh-website.webp,WEBP,1920 × 1080,23,DA_TICH_HOP
156,Dự án và thương hiệu khách hàng,Biểu tượng dự án,/images/projects/website-lumera-living/brand/symbol.png,public/images/projects/website-lumera-living/brand/symbol.png,PNG,256 × 256,13,DA_TICH_HOP
157,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-lumera-living/brand/symbol.svg,public/images/projects/website-lumera-living/brand/symbol.svg,SVG,256 × 256,1,DA_TICH_HOP
158,Dự án và thương hiệu khách hàng,Logo chữ dự án,/images/projects/website-lumera-living/brand/wordmark.png,public/images/projects/website-lumera-living/brand/wordmark.png,PNG,1000 × 256,26,DA_TICH_HOP
159,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-lumera-living/brand/wordmark.svg,public/images/projects/website-lumera-living/brand/wordmark.svg,SVG,1000 × 256,1,DA_TICH_HOP
160,Dự án và thương hiệu khách hàng,Ảnh bìa dự án,/images/projects/website-mirava/01-anh-bia-du-an.webp,public/images/projects/website-mirava/01-anh-bia-du-an.webp,WEBP,1209 × 682,12,DA_TICH_HOP
161,Dự án và thương hiệu khách hàng,Biểu tượng dự án,/images/projects/website-mirava/brand/symbol.png,public/images/projects/website-mirava/brand/symbol.png,PNG,256 × 256,11,DA_TICH_HOP
162,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-mirava/brand/symbol.svg,public/images/projects/website-mirava/brand/symbol.svg,SVG,256 × 256,1,DA_TICH_HOP
163,Dự án và thương hiệu khách hàng,Logo chữ dự án,/images/projects/website-mirava/brand/wordmark.png,public/images/projects/website-mirava/brand/wordmark.png,PNG,1000 × 256,22,DA_TICH_HOP
164,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-mirava/brand/wordmark.svg,public/images/projects/website-mirava/brand/wordmark.svg,SVG,1000 × 256,1,DA_TICH_HOP
165,Dự án và thương hiệu khách hàng,Ảnh bìa dự án,/images/projects/website-mocvan-tea/01-anh-bia-du-an.webp,public/images/projects/website-mocvan-tea/01-anh-bia-du-an.webp,WEBP,2000 × 1128,22,DA_TICH_HOP
166,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-mocvan-tea/02-man-hinh-website.webp,public/images/projects/website-mocvan-tea/02-man-hinh-website.webp,WEBP,1896 × 1079,21,DA_TICH_HOP
167,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-mocvan-tea/03-man-hinh-website.webp,public/images/projects/website-mocvan-tea/03-man-hinh-website.webp,WEBP,1900 × 1079,20,DA_TICH_HOP
168,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-mocvan-tea/04-man-hinh-website.webp,public/images/projects/website-mocvan-tea/04-man-hinh-website.webp,WEBP,1900 × 1079,20,DA_TICH_HOP
169,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-mocvan-tea/05-man-hinh-website.webp,public/images/projects/website-mocvan-tea/05-man-hinh-website.webp,WEBP,1898 × 1080,20,DA_TICH_HOP
170,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-mocvan-tea/06-man-hinh-website.webp,public/images/projects/website-mocvan-tea/06-man-hinh-website.webp,WEBP,1895 × 1080,20,DA_TICH_HOP
171,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-mocvan-tea/07-man-hinh-website.webp,public/images/projects/website-mocvan-tea/07-man-hinh-website.webp,WEBP,1902 × 1080,20,DA_TICH_HOP
172,Dự án và thương hiệu khách hàng,Biểu tượng dự án,/images/projects/website-mocvan-tea/brand/symbol.png,public/images/projects/website-mocvan-tea/brand/symbol.png,PNG,256 × 256,10,DA_TICH_HOP
173,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-mocvan-tea/brand/symbol.svg,public/images/projects/website-mocvan-tea/brand/symbol.svg,SVG,256 × 256,1,DA_TICH_HOP
174,Dự án và thương hiệu khách hàng,Logo chữ dự án,/images/projects/website-mocvan-tea/brand/wordmark.png,public/images/projects/website-mocvan-tea/brand/wordmark.png,PNG,1000 × 256,23,DA_TICH_HOP
175,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-mocvan-tea/brand/wordmark.svg,public/images/projects/website-mocvan-tea/brand/wordmark.svg,SVG,1000 × 256,1,DA_TICH_HOP
176,Dự án và thương hiệu khách hàng,Ảnh bìa dự án,/images/projects/website-motoria-link/01-anh-bia-du-an.webp,public/images/projects/website-motoria-link/01-anh-bia-du-an.webp,WEBP,1209 × 681,14,DA_TICH_HOP
177,Dự án và thương hiệu khách hàng,Biểu tượng dự án,/images/projects/website-motoria-link/brand/symbol.png,public/images/projects/website-motoria-link/brand/symbol.png,PNG,256 × 256,13,DA_TICH_HOP
178,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-motoria-link/brand/symbol.svg,public/images/projects/website-motoria-link/brand/symbol.svg,SVG,256 × 256,1,DA_TICH_HOP
179,Dự án và thương hiệu khách hàng,Logo chữ dự án,/images/projects/website-motoria-link/brand/wordmark.png,public/images/projects/website-motoria-link/brand/wordmark.png,PNG,1000 × 256,26,DA_TICH_HOP
180,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-motoria-link/brand/wordmark.svg,public/images/projects/website-motoria-link/brand/wordmark.svg,SVG,1000 × 256,1,DA_TICH_HOP
181,Dự án và thương hiệu khách hàng,Tệp master,/images/projects/website-pixelnova-media/01-anh-bia-du-an-master.png,public/images/projects/website-pixelnova-media/01-anh-bia-du-an-master.png,PNG,1672 × 941,2227,MASTER_LUU_TRU
182,Dự án và thương hiệu khách hàng,Ảnh bìa dự án,/images/projects/website-pixelnova-media/01-anh-bia-du-an.webp,public/images/projects/website-pixelnova-media/01-anh-bia-du-an.webp,WEBP,1672 × 941,258,DA_TICH_HOP
183,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-pixelnova-media/02-man-hinh-website.webp,public/images/projects/website-pixelnova-media/02-man-hinh-website.webp,WEBP,1898 × 1080,25,DA_TICH_HOP
184,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-pixelnova-media/03-man-hinh-website.webp,public/images/projects/website-pixelnova-media/03-man-hinh-website.webp,WEBP,1897 × 1080,24,DA_TICH_HOP
185,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-pixelnova-media/04-man-hinh-website.webp,public/images/projects/website-pixelnova-media/04-man-hinh-website.webp,WEBP,1920 × 1080,25,DA_TICH_HOP
186,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-pixelnova-media/05-man-hinh-website.webp,public/images/projects/website-pixelnova-media/05-man-hinh-website.webp,WEBP,1902 × 1080,25,DA_TICH_HOP
187,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-pixelnova-media/06-man-hinh-website.webp,public/images/projects/website-pixelnova-media/06-man-hinh-website.webp,WEBP,1901 × 1080,25,DA_TICH_HOP
188,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-pixelnova-media/07-man-hinh-website.webp,public/images/projects/website-pixelnova-media/07-man-hinh-website.webp,WEBP,1902 × 1080,24,DA_TICH_HOP
189,Dự án và thương hiệu khách hàng,Biểu tượng dự án,/images/projects/website-pixelnova-media/brand/symbol.png,public/images/projects/website-pixelnova-media/brand/symbol.png,PNG,256 × 256,8,DA_TICH_HOP
190,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-pixelnova-media/brand/symbol.svg,public/images/projects/website-pixelnova-media/brand/symbol.svg,SVG,256 × 256,1,DA_TICH_HOP
191,Dự án và thương hiệu khách hàng,Logo chữ dự án,/images/projects/website-pixelnova-media/brand/wordmark.png,public/images/projects/website-pixelnova-media/brand/wordmark.png,PNG,1000 × 256,23,DA_TICH_HOP
192,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-pixelnova-media/brand/wordmark.svg,public/images/projects/website-pixelnova-media/brand/wordmark.svg,SVG,1000 × 256,1,DA_TICH_HOP
193,Dự án và thương hiệu khách hàng,Ảnh bìa dự án,/images/projects/website-polyvera/01-anh-bia-du-an.webp,public/images/projects/website-polyvera/01-anh-bia-du-an.webp,WEBP,1209 × 681,13,DA_TICH_HOP
194,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-polyvera/02-man-hinh-website.webp,public/images/projects/website-polyvera/02-man-hinh-website.webp,WEBP,1920 × 1080,23,DA_TICH_HOP
195,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-polyvera/03-man-hinh-website.webp,public/images/projects/website-polyvera/03-man-hinh-website.webp,WEBP,1912 × 1080,22,DA_TICH_HOP
196,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-polyvera/04-man-hinh-website.webp,public/images/projects/website-polyvera/04-man-hinh-website.webp,WEBP,1920 × 1080,22,DA_TICH_HOP
197,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-polyvera/05-man-hinh-website.webp,public/images/projects/website-polyvera/05-man-hinh-website.webp,WEBP,1920 × 1080,22,DA_TICH_HOP
198,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-polyvera/06-man-hinh-website.webp,public/images/projects/website-polyvera/06-man-hinh-website.webp,WEBP,1912 × 1080,22,DA_TICH_HOP
199,Dự án và thương hiệu khách hàng,Biểu tượng dự án,/images/projects/website-polyvera/brand/symbol.png,public/images/projects/website-polyvera/brand/symbol.png,PNG,256 × 256,8,DA_TICH_HOP
200,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-polyvera/brand/symbol.svg,public/images/projects/website-polyvera/brand/symbol.svg,SVG,256 × 256,1,DA_TICH_HOP
201,Dự án và thương hiệu khách hàng,Logo chữ dự án,/images/projects/website-polyvera/brand/wordmark.png,public/images/projects/website-polyvera/brand/wordmark.png,PNG,1000 × 256,19,DA_TICH_HOP
202,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-polyvera/brand/wordmark.svg,public/images/projects/website-polyvera/brand/wordmark.svg,SVG,1000 × 256,1,DA_TICH_HOP
203,Dự án và thương hiệu khách hàng,Ảnh bìa dự án,/images/projects/website-rovena-mobility/01-anh-bia-du-an.webp,public/images/projects/website-rovena-mobility/01-anh-bia-du-an.webp,WEBP,1080 × 1080,19,DA_TICH_HOP
204,Dự án và thương hiệu khách hàng,Biểu tượng dự án,/images/projects/website-rovena-mobility/brand/symbol.png,public/images/projects/website-rovena-mobility/brand/symbol.png,PNG,256 × 256,10,DA_TICH_HOP
205,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-rovena-mobility/brand/symbol.svg,public/images/projects/website-rovena-mobility/brand/symbol.svg,SVG,256 × 256,1,DA_TICH_HOP
206,Dự án và thương hiệu khách hàng,Logo chữ dự án,/images/projects/website-rovena-mobility/brand/wordmark.png,public/images/projects/website-rovena-mobility/brand/wordmark.png,PNG,1000 × 256,24,DA_TICH_HOP
207,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-rovena-mobility/brand/wordmark.svg,public/images/projects/website-rovena-mobility/brand/wordmark.svg,SVG,1000 × 256,1,DA_TICH_HOP
208,Dự án và thương hiệu khách hàng,Ảnh bìa dự án,/images/projects/website-rovena-travel/01-anh-bia-du-an.webp,public/images/projects/website-rovena-travel/01-anh-bia-du-an.webp,WEBP,1898 × 846,22,DA_TICH_HOP
209,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-rovena-travel/02-man-hinh-website.webp,public/images/projects/website-rovena-travel/02-man-hinh-website.webp,WEBP,1900 × 827,21,DA_TICH_HOP
210,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-rovena-travel/03-man-hinh-website.webp,public/images/projects/website-rovena-travel/03-man-hinh-website.webp,WEBP,1897 × 831,21,DA_TICH_HOP
211,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-rovena-travel/04-man-hinh-website.webp,public/images/projects/website-rovena-travel/04-man-hinh-website.webp,WEBP,1894 × 838,21,DA_TICH_HOP
212,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-rovena-travel/05-man-hinh-website.webp,public/images/projects/website-rovena-travel/05-man-hinh-website.webp,WEBP,1897 × 846,21,DA_TICH_HOP
213,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-rovena-travel/06-man-hinh-website.webp,public/images/projects/website-rovena-travel/06-man-hinh-website.webp,WEBP,1899 × 843,20,DA_TICH_HOP
214,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-rovena-travel/07-man-hinh-website.webp,public/images/projects/website-rovena-travel/07-man-hinh-website.webp,WEBP,1896 × 842,21,DA_TICH_HOP
215,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-rovena-travel/08-man-hinh-website.webp,public/images/projects/website-rovena-travel/08-man-hinh-website.webp,WEBP,1899 × 844,21,DA_TICH_HOP
216,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-rovena-travel/09-man-hinh-website.webp,public/images/projects/website-rovena-travel/09-man-hinh-website.webp,WEBP,1896 × 837,20,DA_TICH_HOP
217,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-rovena-travel/10-man-hinh-website.webp,public/images/projects/website-rovena-travel/10-man-hinh-website.webp,WEBP,1893 × 843,21,DA_TICH_HOP
218,Dự án và thương hiệu khách hàng,Biểu tượng dự án,/images/projects/website-rovena-travel/brand/symbol.png,public/images/projects/website-rovena-travel/brand/symbol.png,PNG,256 × 256,14,DA_TICH_HOP
219,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-rovena-travel/brand/symbol.svg,public/images/projects/website-rovena-travel/brand/symbol.svg,SVG,256 × 256,1,DA_TICH_HOP
220,Dự án và thương hiệu khách hàng,Logo chữ dự án,/images/projects/website-rovena-travel/brand/wordmark.png,public/images/projects/website-rovena-travel/brand/wordmark.png,PNG,1000 × 256,28,DA_TICH_HOP
221,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-rovena-travel/brand/wordmark.svg,public/images/projects/website-rovena-travel/brand/wordmark.svg,SVG,1000 × 256,1,DA_TICH_HOP
222,Dự án và thương hiệu khách hàng,Ảnh bìa dự án,/images/projects/website-veloura-nails/01-anh-bia-du-an.webp,public/images/projects/website-veloura-nails/01-anh-bia-du-an.webp,WEBP,1896 × 841,19,DA_TICH_HOP
223,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-veloura-nails/02-man-hinh-website.webp,public/images/projects/website-veloura-nails/02-man-hinh-website.webp,WEBP,1870 × 781,17,DA_TICH_HOP
224,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-veloura-nails/03-man-hinh-website.webp,public/images/projects/website-veloura-nails/03-man-hinh-website.webp,WEBP,1900 × 846,18,DA_TICH_HOP
225,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-veloura-nails/04-man-hinh-website.webp,public/images/projects/website-veloura-nails/04-man-hinh-website.webp,WEBP,1898 × 844,19,DA_TICH_HOP
226,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-veloura-nails/05-man-hinh-website.webp,public/images/projects/website-veloura-nails/05-man-hinh-website.webp,WEBP,1897 × 841,19,DA_TICH_HOP
227,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-veloura-nails/06-man-hinh-website.webp,public/images/projects/website-veloura-nails/06-man-hinh-website.webp,WEBP,1900 × 836,18,DA_TICH_HOP
228,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-veloura-nails/07-man-hinh-mobile.webp,public/images/projects/website-veloura-nails/07-man-hinh-mobile.webp,WEBP,1183 × 2560,33,DA_TICH_HOP
229,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-veloura-nails/08-man-hinh-mobile.webp,public/images/projects/website-veloura-nails/08-man-hinh-mobile.webp,WEBP,1183 × 2560,32,DA_TICH_HOP
230,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-veloura-nails/09-man-hinh-mobile.webp,public/images/projects/website-veloura-nails/09-man-hinh-mobile.webp,WEBP,1183 × 2560,32,DA_TICH_HOP
231,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-veloura-nails/10-man-hinh-mobile.webp,public/images/projects/website-veloura-nails/10-man-hinh-mobile.webp,WEBP,1183 × 2560,33,DA_TICH_HOP
232,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-veloura-nails/11-man-hinh-mobile.webp,public/images/projects/website-veloura-nails/11-man-hinh-mobile.webp,WEBP,1183 × 2560,33,DA_TICH_HOP
233,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-veloura-nails/12-man-hinh-mobile.webp,public/images/projects/website-veloura-nails/12-man-hinh-mobile.webp,WEBP,1183 × 2560,32,DA_TICH_HOP
234,Dự án và thương hiệu khách hàng,Biểu tượng dự án,/images/projects/website-veloura-nails/brand/symbol.png,public/images/projects/website-veloura-nails/brand/symbol.png,PNG,256 × 256,10,DA_TICH_HOP
235,Dự án và thương hiệu khách hàng,Màn hình hoặc ảnh chi tiết dự án,/images/projects/website-veloura-nails/brand/symbol.svg,public/images/projects/website-veloura-nails/brand/symbol.svg,SVG,256 × 256,1,DA_TICH_HOP
236,Dự án và thương hiệu khách hàng,Logo chữ dự án,/images/projects/website-veloura-nails/brand/wordmark.png,public/images/projects/website-veloura-nails/brand/wordmark.png,PNG,1000 × 256,24,DA_TICH_HOP
